Date,High,Low,Open,Close,Volume,Adj Close,10 D M.A.
2020-05-04,87.19999694824219,81.5,87.0,83.9000015258789,91159477,83.9000015258789,
2020-05-05,86.80000305175781,80.4000015258789,86.0,80.9000015258789,57122148,80.9000015258789,
2020-05-06,83.94999694824219,80.3499984741211,81.55000305175781,83.19999694824219,53739248,83.19999694824219,
2020-05-07,84.6500015258789,82.0999984741211,82.9000015258789,82.5,31159970,82.5,
2020-05-08,84.94999694824219,80.55000305175781,84.5,81.05000305175781,35362751,81.05000305175781,
2020-05-11,90.6500015258789,81.4000015258789,81.44999694824219,86.0999984741211,152588401,86.0999984741211,
2020-05-12,87.69999694824219,83.5,85.94999694824219,86.19999694824219,77551590,86.19999694824219,
2020-05-13,92.5,86.25,92.5,87.19999694824219,68086031,87.19999694824219,
2020-05-14,85.30000305175781,82.55000305175781,83.94999694824219,83.80000305175781,46340453,83.80000305175781,
2020-05-15,85.3499984741211,82.80000305175781,84.69999694824219,84.3499984741211,38592209,84.3499984741211,83.91999969482421
2020-05-18,84.5,79.5999984741211,84.5,80.6500015258789,44221170,80.6500015258789,83.59499969482422
2020-05-19,85.6500015258789,81.5,82.5,81.80000305175781,65378983,81.80000305175781,83.68499984741212
2020-05-20,84.4000015258789,80.69999694824219,81.25,83.44999694824219,36351053,83.44999694824219,83.7099998474121
2020-05-21,85.19999694824219,82.9000015258789,83.0999984741211,84.0999984741211,37290144,84.0999984741211,83.86999969482422
2020-05-22,83.9000015258789,82.0,83.4000015258789,82.80000305175781,29252676,82.80000305175781,84.04499969482421
2020-05-26,85.69999694824219,82.5999984741211,83.9000015258789,83.0999984741211,38014864,83.0999984741211,83.74499969482422
2020-05-27,86.0,84.0,84.0999984741211,84.55000305175781,57947903,84.55000305175781,83.58000030517579
2020-05-28,88.1500015258789,84.55000305175781,86.0,87.0,96179680,87.0,83.56000061035157
2020-05-29,87.5,84.6500015258789,85.55000305175781,87.0,80813537,87.0,83.88000030517578
2020-06-01,91.19999694824219,88.0,88.9000015258789,89.55000305175781,71070852,89.55000305175781,84.40000076293946
2020-06-02,97.30000305175781,89.75,90.0,96.5,125407771,96.5,85.98500061035156
2020-06-03,101.44999694824219,97.4000015258789,100.0,98.75,90598067,98.75,87.68000030517578
2020-06-04,101.4000015258789,96.80000305175781,99.0,98.5,72078707,98.5,89.18500061035157
2020-06-05,112.44999694824219,99.05000305175781,100.44999694824219,110.75,187209208,110.75,91.85000076293946
2020-06-08,119.1500015258789,113.3499984741211,114.0,115.44999694824219,136943010,115.44999694824219,95.1150001525879
2020-06-09,117.9000015258789,110.25,117.44999694824219,111.44999694824219,79473751,111.44999694824219,97.95
2020-06-10,113.0,108.5,111.0,111.4000015258789,84038431,111.4000015258789,100.6349998474121
2020-06-11,111.1500015258789,105.0,109.9000015258789,106.1500015258789,55485897,106.1500015258789,102.55
2020-06-12,106.25,98.0,98.0,105.30000305175781,92989560,105.30000305175781,104.38000030517578
2020-06-15,104.6500015258789,100.05000305175781,104.6500015258789,100.5,69318356,100.5,105.475
2020-06-16,103.5,92.0,102.0,94.75,215476711,94.75,105.3
2020-06-17,96.4000015258789,91.80000305175781,93.0,95.4000015258789,110830038,95.4000015258789,104.96500015258789
2020-06-18,97.19999694824219,94.1500015258789,95.0,96.3499984741211,58964344,96.3499984741211,104.75
2020-06-19,103.9000015258789,95.5999984741211,96.5,102.5,135462757,102.5,103.925
2020-06-22,104.9000015258789,101.0,102.3499984741211,102.6500015258789,68545834,102.6500015258789,102.64500045776367
2020-06-23,106.0,101.9000015258789,103.0,104.4000015258789,68638552,104.4000015258789,101.94000091552735
2020-06-24,110.80000305175781,104.19999694824219,105.25,104.80000305175781,125457492,104.80000305175781,101.28000106811524
2020-06-25,106.30000305175781,101.6500015258789,103.8499984741211,103.80000305175781,63198285,103.80000305175781,101.04500122070313
2020-06-26,106.05000305175781,100.3499984741211,105.4000015258789,101.4000015258789,56327855,101.4000015258789,100.65500106811524
2020-06-29,101.4000015258789,98.05000305175781,101.4000015258789,99.44999694824219,43274006,99.44999694824219,100.55000076293945
