Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,6549.5,5555.0,6032.2001953125,5802.9501953125,317236.0,5668.068359375
2010-01-31,6225.0,5580.0,5794.39990234375,5659.60009765625,136480.0,5528.048828125
2010-02-28,7318.0,5297.0,5739.9501953125,6784.35009765625,613416.0,6649.158203125
2010-03-31,7360.0,6804.0,6845.0,7086.75,343075.0,6945.53076171875
2010-04-30,7612.0,6723.0,7049.39990234375,7327.25,212446.0,7181.23876953125
2010-05-31,7990.0,7100.0,7327.5,7748.0,288950.0,7593.603515625
2010-06-30,8040.0,7300.0,7735.0,7329.5498046875,165411.0,7183.49169921875
2010-07-31,8300.0,7285.0,7313.35009765625,7593.9501953125,256793.0,7442.6240234375
2010-08-31,9439.7998046875,7608.0,7658.0,8759.4501953125,544616.0,8588.3291015625
2010-09-30,9824.0,8750.0,8819.9501953125,9304.5498046875,413243.0,9122.7802734375
2010-10-31,9754.0,7626.10009765625,9399.900390625,7853.5,255690.0,7700.078125
2010-11-30,8255.0,7041.0498046875,7900.0,7202.5,185270.0,7064.06640625
2010-12-31,7525.0,5860.0498046875,7252.0,6059.2001953125,180909.0,5942.7412109375
2011-01-31,6280.0,5325.0,6100.0,5663.5,182931.0,5570.55859375
2011-02-28,6865.0,5665.10009765625,5734.0,6271.10009765625,301091.0,6168.1884765625
2011-03-31,7504.9501953125,6310.10009765625,6374.9501953125,7123.2998046875,403081.0,7006.40283203125
2011-04-30,7200.0,6502.5,7125.0,6787.25,195671.0,6675.8662109375
2011-05-31,6975.0,6220.0498046875,6780.0,6697.5,220228.0,6587.58984375
2011-06-30,7950.0,6710.0,6720.0,7208.85009765625,388800.0,7090.5478515625
2011-07-31,7450.0498046875,6190.0,7240.10009765625,6619.14990234375,250568.0,6510.52685546875
2011-08-31,7370.0,6500.0,6630.0,6617.7001953125,191434.0,6511.81982421875
2011-09-30,6950.0,6390.0,6597.9501953125,6823.10009765625,94086.0,6713.93408203125
2011-10-31,7145.0,6325.0,6819.9501953125,6961.64990234375,132183.0,6850.265625
2011-11-30,7734.9501953125,6530.0,7025.0,6979.2001953125,197296.0,6870.6044921875
2011-12-31,7940.0,6871.10009765625,6980.0,7904.7998046875,204820.0,7781.80419921875
