Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,164.97300720214844,140.90899658203125,160.0,150.97300720214844,508894133.0,80.53401184082031
2010-01-31,161.2729949951172,142.90899658203125,149.10899353027344,158.572998046875,407928242.0,84.58808898925781
2010-02-28,176.50900268554688,155.63600158691406,160.927001953125,173.1820068359375,470919422.0,92.38103485107422
2010-03-31,183.58200073242188,164.10000610351562,174.0,173.08200073242188,462647161.0,92.32768249511719
2010-04-30,174.17300415039062,145.8820037841797,172.01800537109375,157.8730010986328,520860686.0,84.2146987915039
2010-05-31,165.4550018310547,129.4550018310547,154.84500122070312,156.67300415039062,464927448.0,83.5745849609375
2010-06-30,169.4550018310547,151.49099731445312,155.35499572753906,164.52699279785156,347431771.0,95.40036010742188
2010-07-31,186.1820068359375,165.63600158691406,165.8179931640625,177.76400756835938,487528099.0,103.07579803466797
2010-08-31,208.7270050048828,178.2449951171875,178.2449951171875,202.35499572753906,405179315.0,117.33475494384766
2010-09-30,214.0,195.2729949951172,203.10000610351562,211.4550018310547,415430339.0,122.61136627197266
2010-10-31,241.25999450683594,198.40899658203125,215.6820068359375,207.65499877929688,495661398.0,120.4079818725586
2010-11-30,219.30999755859375,189.29100036621094,209.09100341796875,208.1999969482422,445609457.0,120.72398376464844
2010-12-31,210.6179962158203,180.28199768066406,209.8179931640625,185.7449951171875,546988902.0,107.70352935791016
2011-01-31,195.09100341796875,170.8730010986328,185.29100036621094,176.51800537109375,476317662.0,102.35330200195312
2011-02-28,205.09100341796875,177.8730010986328,178.89100646972656,202.94500732421875,451961713.0,117.67691040039062
2011-03-31,225.1999969482422,194.90899658203125,202.6909942626953,202.6269989013672,408997228.0,117.49250030517578
2011-04-30,203.32699584960938,182.36399841308594,202.50900268554688,197.47300720214844,397682465.0,114.50399017333984
2011-05-31,199.90899658203125,182.43600463867188,197.05499267578125,199.02699279785156,358906985.0,115.40504455566406
2011-06-30,202.14500427246094,182.47300720214844,202.06399536132812,188.5,307079137.0,117.65289306640625
2011-07-31,192.67300415039062,147.98199462890625,191.41799926757812,158.7729949951172,493020344.0,99.09869384765625
2011-08-31,168.7270050048828,151.4550018310547,162.09100341796875,159.16400146484375,431151925.0,99.34274291992188
2011-09-30,173.39100646972656,138.43600463867188,156.36399841308594,169.3000030517578,435746671.0,105.66915130615234
2011-10-31,167.90899658203125,128.16400146484375,166.89999389648438,129.53599548339844,734879700.0,80.85031127929688
2011-11-30,144.0,116.54499816894531,137.09100341796875,124.48200225830078,693176404.0,77.69584655761719
2011-12-31,164.8820037841797,124.56400299072266,125.48200225830078,164.02699279785156,602424998.0,102.37797546386719
2012-01-31,181.60000610351562,159.63600158691406,165.09100341796875,164.78199768066406,650406453.0,102.84922790527344
2012-02-29,174.10899353027344,153.35499572753906,164.09100341796875,161.85499572753906,571225419.0,101.02233123779297
2012-03-31,167.05499267578125,150.40899658203125,161.41799926757812,160.427001953125,459128469.0,100.13105010986328
2012-04-30,162.7270050048828,139.6999969482422,160.41799926757812,142.40899658203125,491265251.0,88.88505554199219
2012-05-31,164.53599548339844,139.52699279785156,142.5449981689453,163.5449981689453,423734118.0,114.82801818847656
2012-06-30,176.9550018310547,160.7449951171875,163.8179931640625,174.8000030517578,480581435.0,122.7303466796875
