Date,High,Low,Open,Close,Volume,Adj Close
2020-05-04,359.0,336.0,359.0,338.04998779296875,38837299.0,337.06304931640625
2020-05-05,348.0,329.54998779296875,348.0,330.8500061035156,45069968.0,329.88409423828125
2020-05-06,345.54998779296875,325.25,331.5,341.3999938964844,49952812.0,340.4032897949219
2020-05-07,342.8999938964844,333.70001220703125,337.0,336.75,27656346.0,335.766845703125
2020-05-08,352.5,333.70001220703125,344.0,337.70001220703125,42968091.0,336.714111328125
2020-05-11,343.54998779296875,318.20001220703125,341.0,320.1499938964844,83665601.0,319.21533203125
2020-05-12,324.3999938964844,308.0,318.29998779296875,321.20001220703125,69072308.0,320.26226806640625
2020-05-13,348.3999938964844,332.29998779296875,343.5,338.04998779296875,72816461.0,337.06304931640625
2020-05-14,334.5,325.6499938964844,330.0,327.3999938964844,33999095.0,326.44415283203125
2020-05-15,330.54998779296875,318.79998779296875,329.29998779296875,322.70001220703125,31828868.0,321.7579040527344
2020-05-18,320.5,293.25,320.0,298.5,74034133.0,297.6285400390625
2020-05-19,311.5,297.1000061035156,307.04998779296875,300.29998779296875,61827491.0,299.4232482910156
2020-05-20,308.25,297.5,299.0,305.6499938964844,42238419.0,304.7576599121094
2020-05-21,312.79998779296875,302.0,306.0,304.3999938964844,43075357.0,303.51129150390625
2020-05-22,307.70001220703125,285.54998779296875,301.0,291.04998779296875,80358245.0,290.20025634765625
2020-05-26,297.8999938964844,290.0,296.04998779296875,292.70001220703125,46681705.0,291.8454895019531
2020-05-27,321.95001220703125,294.8500061035156,296.1000061035156,318.8500061035156,80541990.0,317.91912841796875
2020-05-28,329.75,320.75,322.25,326.8500061035156,66136408.0,325.8957824707031
2020-05-29,334.29998779296875,320.0,322.8999938964844,331.95001220703125,60487477.0,330.98089599609375
2020-06-01,348.0,336.20001220703125,339.0,339.25,44024770.0,338.2595520019531
2020-06-02,350.0,332.5,337.0,348.3999938964844,47558213.0,347.3828430175781
2020-06-03,373.0,353.79998779296875,357.8999938964844,356.8500061035156,69689299.0,355.8081970214844
2020-06-04,363.0,345.5,357.0,347.8500061035156,57061575.0,346.83447265625
2020-06-05,360.0,347.0,350.0,357.20001220703125,37251097.0,356.15716552734375
2020-06-08,373.75,353.1499938964844,366.54998779296875,359.79998779296875,46827341.0,358.7495422363281
2020-06-09,369.3500061035156,345.25,360.04998779296875,348.54998779296875,47621969.0,347.53240966796875
2020-06-10,356.8500061035156,345.29998779296875,348.54998779296875,353.0,36292403.0,351.96942138671875
2020-06-11,354.20001220703125,340.1000061035156,352.45001220703125,341.25,36999490.0,340.25372314453125
2020-06-12,346.1499938964844,324.1000061035156,324.20001220703125,344.20001220703125,47509067.0,343.19512939453125
2020-06-15,342.25,325.5,341.20001220703125,331.1000061035156,43500660.0,330.13336181640625
2020-06-16,347.8999938964844,326.04998779296875,342.25,342.95001220703125,57511237.0,341.9487609863281
2020-06-17,351.0,336.1000061035156,338.6000061035156,341.95001220703125,37107002.0,340.9516906738281
2020-06-18,354.70001220703125,337.20001220703125,340.0,352.0,39285919.0,350.97235107421875
2020-06-19,365.45001220703125,349.20001220703125,351.0,363.79998779296875,51367236.0,362.7378845214844
2020-06-22,375.25,365.1499938964844,367.0,367.54998779296875,40133602.0,366.4769287109375
2020-06-23,378.29998779296875,364.20001220703125,369.0,376.1499938964844,32493320.0,375.05181884765625
2020-06-24,380.0,345.0,380.0,348.1000061035156,57955780.0,347.083740234375
2020-06-25,355.6000061035156,338.5,345.8999938964844,351.0,69902888.0,349.9752502441406
2020-06-26,358.5,346.1000061035156,355.6000061035156,349.1000061035156,34596104.0,348.080810546875
2020-06-29,345.6000061035156,338.5,345.25,343.1000061035156,27384244.0,342.09832763671875
2020-06-30,354.45001220703125,346.29998779296875,347.0,351.45001220703125,47526095.0,350.4239501953125
2020-07-01,365.75,351.6000061035156,354.25,364.04998779296875,36922617.0,362.9871520996094
2020-07-02,370.8999938964844,361.3500061035156,366.0,362.8500061035156,50964311.0,361.7906799316406
2020-07-03,367.1499938964844,359.79998779296875,364.6499938964844,361.0,28779044.0,359.9460754394531
2020-07-06,367.8500061035156,360.5,367.8500061035156,361.8500061035156,33334074.0,360.7935791015625
2020-07-07,378.0,362.1000061035156,363.0,376.04998779296875,46030825.0,374.9521179199219
2020-07-08,379.0,367.54998779296875,377.8999938964844,368.95001220703125,46315597.0,367.87286376953125
2020-07-09,376.0,365.29998779296875,373.45001220703125,370.3500061035156,35144463.0,369.2687683105469
2020-07-10,368.20001220703125,359.0,364.8999938964844,360.3500061035156,27864858.0,359.2979736328125
2020-07-13,367.0,352.5,364.1000061035156,353.6000061035156,32379935.0,352.5676574707031
2020-07-14,352.45001220703125,340.6000061035156,351.5,345.54998779296875,34031256.0,344.5411682128906
2020-07-15,356.79998779296875,343.75,349.5,345.79998779296875,30442553.0,344.7904357910156
2020-07-16,348.6000061035156,341.0,347.95001220703125,344.6499938964844,35535437.0,343.643798828125
2020-07-17,356.0,345.45001220703125,346.0,353.79998779296875,27511781.0,352.7670593261719
2020-07-20,366.3500061035156,355.25,358.0,363.0,36312529.0,361.9402160644531
2020-07-21,379.8999938964844,370.04998779296875,371.0,378.79998779296875,45559912.0,377.694091796875
2020-07-22,389.5,375.29998779296875,386.8999938964844,381.1000061035156,45500191.0,379.9873962402344
2020-07-23,395.6499938964844,378.8500061035156,382.54998779296875,392.25,37838027.0,391.1048278808594
2020-07-24,388.70001220703125,372.1499938964844,388.29998779296875,381.79998779296875,52980980.0,380.6853332519531
2020-07-27,385.79998779296875,356.6000061035156,385.0,358.5,73275058.0,357.453369140625
2020-07-28,362.75,343.20001220703125,361.1000061035156,352.1000061035156,125939354.0,351.0720520019531
2020-07-29,357.6499938964844,348.20001220703125,353.20001220703125,351.04998779296875,50194622.0,350.02508544921875
2020-07-30,354.6000061035156,340.3999938964844,353.3999938964844,344.95001220703125,40820253.0,343.94293212890625
2020-07-31,353.0,342.04998779296875,346.45001220703125,346.79998779296875,37345191.0,345.7875061035156
2020-08-03,349.3500061035156,340.5,346.79998779296875,343.25,32119883.0,342.2478942871094
2020-08-04,353.20001220703125,344.20001220703125,347.0,351.0,30811518.0,349.9752502441406
2020-08-05,360.0,350.75,353.3999938964844,352.20001220703125,37057881.0,351.1717529296875
2020-08-06,363.75,348.6000061035156,353.45001220703125,358.75,48021824.0,357.70263671875
2020-08-07,359.6499938964844,353.1499938964844,359.45001220703125,357.95001220703125,28510964.0,356.90496826171875
2020-08-10,364.95001220703125,357.3500061035156,359.5,363.54998779296875,22856010.0,362.4886169433594
2020-08-11,374.29998779296875,364.04998779296875,370.0,367.3500061035156,45446107.0,366.27752685546875
2020-08-12,368.75,363.75,365.75,366.8500061035156,25706005.0,365.77899169921875
2020-08-13,372.3500061035156,366.25,368.95001220703125,368.04998779296875,26257336.0,366.9754638671875
2020-08-14,371.79998779296875,354.20001220703125,371.79998779296875,361.3999938964844,28893259.0,360.3448791503906
