Date,High,Low,Open,Close,Volume,Adj Close,10 M M.A.
2009-12-31,167.14700317382812,132.875,154.74000549316406,137.39599609375,308512487.0,110.19728088378906,
2010-01-31,146.4290008544922,125.40499877929688,136.0800018310547,140.7310028076172,296708444.0,112.87208557128906,
2010-02-28,164.1790008544922,141.33399963378906,141.59100341796875,149.9320068359375,544769924.0,120.25167083740234,
2010-03-31,173.8350067138672,138.51400756835938,150.38699340820312,172.66799926757812,512797707.0,138.4868927001953,
2010-04-30,174.66700744628906,132.5780029296875,172.3509979248047,149.3979949951172,564931107.0,119.82337188720703,
2010-05-31,162.9219970703125,142.58099365234375,148.03199768066406,154.04800415039062,469189178.0,123.5528793334961,
2010-06-30,172.0050048828125,148.0919952392578,153.90899658203125,167.4739990234375,307820055.0,134.32107543945312,
2010-07-31,209.4530029296875,165.22799682617188,168.97799682617188,199.92599487304688,553640383.0,160.3489227294922,
2010-08-31,220.63299560546875,198.50100708007812,200.8459930419922,217.28900146484375,310944913.0,189.93484497070312,
2010-09-30,239.4320068359375,216.27999877929688,218.65499877929688,229.33999633789062,278723942.0,200.46876525878906,171.82019958496093
2010-10-31,266.739013671875,225.18499755859375,233.41600036621094,244.36900329589844,342619898.0,213.6057891845703,182.5175003051758
2010-11-30,273.4670104980469,239.8280029296875,243.38900756835938,258.89300537109375,447726850.0,226.30137634277344,194.33370056152344
2010-12-31,264.1669921875,220.05999755859375,262.72198486328125,226.97500610351562,307123786.0,198.40150451660156,202.03800048828126
2011-01-31,248.91000366210938,205.5260009765625,227.8459930419922,214.2519989013672,381410146.0,187.28016662597656,206.19640045166017
2011-02-28,249.50399780273438,217.1009979248047,217.4669952392578,247.02000427246094,245955453.0,215.92306518554688,215.95860137939454
2011-03-31,257.9729919433594,235.1479949951172,245.5659942626953,244.7449951171875,137608405.0,213.9344482421875,225.0283004760742
2011-04-30,246.16000366210938,212.29299926757812,245.6649932861328,216.73500061035156,249846942.0,189.4506072998047,229.95440063476562
2011-05-31,217.07200622558594,183.14599609375,216.87399291992188,196.72999572753906,274212389.0,171.96395874023438,229.63480072021486
2011-06-30,214.0050048828125,186.0050048828125,199.8560028076172,187.60800170898438,203722732.0,163.99034118652344,226.6667007446289
2011-07-31,191.33799743652344,137.2480010986328,188.97300720214844,146.88499450683594,348450416.0,142.59628295898438,218.42120056152345
2011-08-31,165.12899780273438,136.08999633789062,149.99099731445312,154.3939971923828,316023343.0,149.8860321044922,209.42369995117187
2011-09-30,205.79299926757812,143.21400451660156,152.36599731445312,196.343994140625,298988019.0,190.61119079589844,203.168798828125
2011-10-31,200.302001953125,158.4499969482422,193.02999877929688,170.96600341796875,345905606.0,165.9741668701172,197.56789855957032
2011-11-30,193.67300415039062,165.7220001220703,179.07899475097656,176.8040008544922,283707833.0,171.64170837402344,193.8230987548828
2011-12-31,242.94400024414062,176.9029998779297,179.02999877929688,241.16299438476562,352841804.0,234.12158203125,193.23739776611328
2012-01-31,289.593994140625,238.0959930419922,241.26199340820312,268.07501220703125,336056635.0,260.247802734375,195.57039947509764
2012-02-29,294.6889953613281,259.614990234375,267.0360107421875,272.3290100097656,249919265.0,264.37762451171875,201.12980041503906
2012-03-31,317.34600830078125,270.7950134277344,276.92999267578125,313.1910095214844,165241594.0,304.0465393066406,212.7759017944336
